Vlucht_id;Datum;Dag;Maand;Jaar;Vertrektijd;Vertrektijd_uur;Plandatum;Plandag;Planmaand;Planjaar;Plantijd;Plantijd_uur;VertragingMin;Terminal;Gate;Plangate;Gatewisselafstand;Shops;Operatie;Faciliteiten;Maatschappijnaam;RH;FXX;VVN;Drukte;BezettingPercentage;Passagiers;Vliegtuigmerk;Vliegtuigtype;Vliegtuigcapaciteit;Bouwjaar;Bestemming_plaats;Bestemming_land
26356;2013-06-14;14;6;2013;16:47:00.0000000;16;2013-06-14;14;6;2013;16:43:00.0000000;16;4;E;E4;E4;0;5,5;8,4;7,1;MNG Airlines;0;120;66;23;38;48;Airbus;A319-111;125;2003;Toulouse;France
26357;2013-06-14;14;6;2013;17:33:00.0000000;17;2013-06-14;14;6;2013;17:21:00.0000000;17;12;D;D1;D1;0;5;7;8,1;Iberia;0;120;66;23;58;70;Boeing;757-200M;120;1999;Sharm El Sheikh;Egypt
26359;2013-06-14;14;6;2013;21:10:00.0000000;21;2013-06-14;14;6;2013;21:08:00.0000000;21;2;C;C4;C1;0;5,3;6,4;8,6;EVA Airways;0;120;66;23;62;155;Boeing;767-300/300ER;250;1998;Abu Dhabi;United Arab Emirates
26344;2013-06-14;14;6;2013;23:10:00.0000000;23;2013-06-14;14;6;2013;23:08:00.0000000;23;2;D;D3;NA;0;4,9;7,1;8,4;Eritrean Airlines;0;120;66;23;59;106;Tupolev;TU-154/154A/B/B2/C/M;180;1980;Manchester;United Kingdom
26360;2013-06-15;15;6;2013;02:24:00.0000000;2;2013-06-15;15;6;2013;00:21:00.0000000;0;123;B;B3;NA;0;5,6;3,1;6,7;Iran Air;24;210;62;29;84;21;Embraer;EMB-110;25;1983;Kilimanjaro;Tanzania
26362;2013-06-15;15;6;2013;02:33:00.0000000;2;2013-06-15;15;6;2013;00:26:00.0000000;0;127;C;C5;C5;0;5,3;4,1;7,7;British Airways;24;210;62;29;71;231;Mcdonnel;DOUGLAS MD-11;325;1993;Sofia;Bulgaria
26363;2013-06-15;15;6;2013;02:39:00.0000000;2;2013-06-14;14;6;2013;00:35:00.0000000;0;1564;E;E5;NA;0;5,8;4,4;8,2;Royal Air Maroc;0;120;66;23;63;76;Boeing;757-200M;120;1984;Tel Aviv Yafo;Israel
26366;2013-06-15;15;6;2013;05:08:00.0000000;5;2013-06-15;15;6;2013;03:01:00.0000000;3;127;D;D2;D2;0;5,6;4,4;8,2;Japan Airlines;24;210;62;29;84;92;Boeing;737-600;110;2004;Philadelphia;USA
26367;2013-06-15;15;6;2013;05:53:00.0000000;5;2013-06-15;15;6;2013;03:51:00.0000000;3;122;D;D1;D1;0;6,1;4,2;8,7;Iberia;24;210;62;29;73;131;Airbus;A321-100/200;180;2004;Porto;Portugal
26369;2013-06-15;15;6;2013;06:17:00.0000000;6;2013-06-15;15;6;2013;04:14:00.0000000;4;123;D;D1;D1;0;6;4,1;7,5;Spanair;24;210;62;29;67;151;Boeing;747-400M;225;2000;New York;USA
26370;2013-06-15;15;6;2013;07:37:00.0000000;7;2013-06-15;15;6;2013;05:33:00.0000000;5;124;A;A2;A2;0;7,2;3,7;4,9;easyJet Zwitserland;24;210;62;29;98;147;Boeing;737-300;150;1995;New York;USA
26371;2013-06-15;15;6;2013;12:08:00.0000000;12;2013-06-15;15;6;2013;10:01:00.0000000;10;127;C;C3;C4;0;5,3;2,5;9;EVA Airways;24;210;62;29;84;269;Boeing;777-200;320;2001;Prague;Czech Republic
26372;2013-06-15;15;6;2013;12:58:00.0000000;12;2013-06-15;15;6;2013;10:56:00.0000000;10;122;A;A3;A2;0;4,1;2,7;5,1;easyJet Zwitserland;24;210;62;29;75;113;Boeing;737-300;150;1992;Bangkok;Thailand
26373;2013-06-15;15;6;2013;14:08:00.0000000;14;2013-06-15;15;6;2013;12:02:00.0000000;12;126;A;A3;A3;0;6,3;4,4;4,6;easyJet Zwitserland;24;210;62;29;79;119;Boeing;737-300;150;1996;Budapest;Hungary
26374;2013-06-15;15;6;2013;17:16:00.0000000;17;2013-06-15;15;6;2013;15:10:00.0000000;15;126;E;E3;NA;0;7,7;3,1;7,2;Alitalia;24;210;62;29;50;55;Boeing;737-600;110;2000;Newcastle;United Kingdom
26375;2013-06-15;15;6;2013;18:14:00.0000000;18;2013-06-15;15;6;2013;16:11:00.0000000;16;123;B;B2;B3;0;6,9;3,4;6,2;VISIG;24;210;62;29;49;74;Airbus;A320-100;150;1987;Cincinnati;USA
26377;2013-06-15;15;6;2013;22:14:00.0000000;22;2013-06-15;15;6;2013;19:56:00.0000000;19;138;D;D3;D3;0;6,8;3,4;8,1;Spanair;24;210;62;29;73;88;Boeing;757-200M;120;1988;Verona;Italy
26376;2013-06-15;15;6;2013;22:25:00.0000000;22;2013-06-15;15;6;2013;20:19:00.0000000;20;126;B;B3;B3;0;7,5;3,8;7,4;TACV Cabo Verde Airlines;24;210;62;29;35;39;Boeing;737-600;110;2004;Havana;Cuba
26380;2013-06-16;16;6;2013;03:02:00.0000000;3;2013-06-16;16;6;2013;03:02:00.0000000;3;0;A;A4;A4;0;6,1;7,6;4,3;Malev Hungarian Airlines;-1;130;61;40;76;182;Boeing;737-900;240;2003;Lagos;Nigeria
26381;2013-06-16;16;6;2013;03:40:00.0000000;3;2013-06-16;16;6;2013;03:29:00.0000000;3;11;C;C5;NA;0;5,5;7;9;Lufthansa;-1;130;61;40;100;150;Boeing;737-700;150;1998;Beijing;China
26383;2013-06-16;16;6;2013;04:10:00.0000000;4;2013-06-16;16;6;2013;04:02:00.0000000;4;8;A;A1;A1;0;7,7;8,3;4,9;Air Astana;-1;130;61;40;80;256;Boeing;777-200;320;1997;Florence;Italy
26384;2013-06-16;16;6;2013;04:21:00.0000000;4;2013-06-16;16;6;2013;04:14:00.0000000;4;7;D;D4;D4;0;6,7;7,8;8,3;Meridiana;-1;130;61;40;70;175;Airbus;A310-200;250;1982;Paris;France
26385;2013-06-16;16;6;2013;05:19:00.0000000;5;2013-06-16;16;6;2013;05:14:00.0000000;5;5;C;C4;C4;0;6;7,6;8,6;Surinam Airways;-1;130;61;40;77;100;British Aerospace;146-300;130;1988;Berlin;Germany
26386;2013-06-16;16;6;2013;06:20:00.0000000;6;2013-06-16;16;6;2013;06:19:00.0000000;6;1;D;D4;D4;0;5,6;9;8,5;Arkia;-1;130;61;40;77;173;Boeing;747-400M;225;1996;Cologne/Bonn;Germany
26387;2013-06-16;16;6;2013;08:07:00.0000000;8;2013-06-16;16;6;2013;08:06:00.0000000;8;1;D;D3;NA;0;7,5;7,8;6,8;Delta Air Lines;-1;130;61;40;77;154;Boeing;757-200P;200;1998;Toronto;Canada
23033;2013-06-16;16;6;2013;08:24:00.0000000;8;2013-06-16;16;6;2013;08:18:00.0000000;8;6;C;C2;NA;0;6,9;7,4;8,4;KLM Royal Dutch Airlines;-1;130;61;40;57;199;Boeing;777-300;350;1997;Sydney;Australia
26389;2013-06-16;16;6;2013;08:37:00.0000000;8;2013-06-16;16;6;2013;08:30:00.0000000;8;7;C;C2;NA;0;4,9;7,1;8,5;Lufthansa;-1;130;61;40;83;345;Boeing;747-400P;416;2001;Manila;Philippines
26391;2013-06-16;16;6;2013;10:32:00.0000000;10;2013-06-16;16;6;2013;10:17:00.0000000;10;15;C;C5;C5;0;6,2;6,7;7,3;Air Canada;-1;130;61;40;96;192;Boeing;767-200/200ER;200;2001;Jakarta;Indonesia
26392;2013-06-16;16;6;2013;11:02:00.0000000;11;2013-06-16;16;6;2013;10:59:00.0000000;10;3;D;D1;D1;0;6,8;7,5;8,1;Bulgaria Air;-1;130;61;40;59;177;Boeing;747SP;300;1979;Lisbon;Portugal
26393;2013-06-16;16;6;2013;11:13:00.0000000;11;2013-06-16;16;6;2013;11:08:00.0000000;11;5;C;C2;NA;0;6,8;7;8,2;KLM Royal Dutch Airlines;-1;130;61;40;62;186;Boeing;747SP;300;1982;Krakow;Poland
26399;2013-06-16;16;6;2013;15:05:00.0000000;15;2013-06-16;16;6;2013;15:02:00.0000000;15;3;E;E3;NA;0;6,6;7,7;8,7;Royal Air Maroc;-1;130;61;40;74;111;Mcdonnel;DOUGLAS MD-83;150;1990;Sydney;Australia
26400;2013-06-16;16;6;2013;15:29:00.0000000;15;2013-06-16;16;6;2013;15:20:00.0000000;15;9;D;D3;D3;0;7,4;7,9;8,8;Delta Air Lines;-1;130;61;40;52;104;Boeing;757-200P;200;2004;Vienna;Austria
26402;2013-06-16;16;6;2013;15:56:00.0000000;15;2013-06-16;16;6;2013;15:37:00.0000000;15;19;C;C2;C2;0;5,4;6,7;8;VLM Airlines;-1;130;61;40;89;134;Boeing;737-300;150;1987;Osaka;Japan
26403;2013-06-16;16;6;2013;16:27:00.0000000;16;2013-06-16;16;6;2013;16:18:00.0000000;16;9;E;E3;E3;0;5,9;7,4;8,9;Corendon Airlines;-1;130;61;40;67;117;Airbus;A300C4;175;1986;Johannesburg;South Africa
26404;2013-06-16;16;6;2013;16:34:00.0000000;16;2013-06-16;16;6;2013;16:33:00.0000000;16;1;D;D1;D1;0;5,7;7,1;8,4;Japan Airlines;-1;130;61;40;79;99;Mcdonnel;DOUGLAS MD-87;125;1991;Johannesburg;South Africa
26405;2013-06-16;16;6;2013;19:12:00.0000000;19;2013-06-16;16;6;2013;19:08:00.0000000;19;4;C;C1;NA;0;6;7,8;8,1;KLM Royal Dutch Airlines;-1;130;61;40;62;93;Boeing;737-700;150;2002;Cologne/Bonn;Germany
26410;2013-06-16;16;6;2013;20:25:00.0000000;20;2013-06-16;16;6;2013;20:10:00.0000000;20;15;D;D2;D2;0;5,3;7,6;8,6;Iberia;-1;130;61;40;75;660;Airbus;A380;880;2005;Beijing;China
26411;2013-06-16;16;6;2013;20:52:00.0000000;20;2013-06-16;16;6;2013;20:46:00.0000000;20;6;E;E2;E2;0;8,1;7,9;7,9;Corendon Airlines;-1;130;61;40;58;61;Airbus;A318;105;2004;Sao Paulo;Brazil
26414;2013-06-16;16;6;2013;21:45:00.0000000;21;2013-06-16;16;6;2013;21:40:00.0000000;21;5;E;E2;NA;0;5,1;7,1;8,3;easyJet;-1;130;61;40;84;126;Boeing;737-300;150;1994;Punta Cana;Dominican Republic
26413;2013-06-16;16;6;2013;22:14:00.0000000;22;2013-06-16;16;6;2013;22:04:00.0000000;22;10;E;E3;NA;0;5,8;7,5;9,2;easyJet;-1;130;61;40;76;114;Boeing;737-300;150;1991;Bristol;United Kingdom
23919;2013-06-16;16;6;2013;23:24:00.0000000;23;2013-06-15;15;6;2013;23:16:00.0000000;23;1448;C;C3;NA;0;7;8,3;8;KLM Royal Dutch Airlines;24;210;62;29;60;120;Boeing;757-200P;200;1986;Copenhagen;Denmark
26416;2013-06-17;17;6;2013;02:04:00.0000000;2;2013-06-17;17;6;2013;02:01:00.0000000;2;3;B;B4;NA;0;5,3;6,2;6,9;Delta Air Lines;0;110;65;32;67;279;Boeing;747-400P;416;2003;Berlin;Germany
26417;2013-06-17;17;6;2013;02:46:00.0000000;2;2013-06-17;17;6;2013;02:45:00.0000000;2;1;E;E2;E2;0;6;7,9;7,8;Blue1;0;110;65;32;51;128;Airbus;A310-200;250;1984;Puerto Plata;Dominican Republic
26419;2013-06-17;17;6;2013;03:14:00.0000000;3;2013-06-17;17;6;2013;03:00:00.0000000;3;14;D;D5;E2;200;7,2;6,4;8,4;Blue1;0;110;65;32;72;198;Airbus;A300B4/C4;275;1975;Asmara;Eritrea
23949;2013-06-17;17;6;2013;04:47:00.0000000;4;2013-06-17;17;6;2013;04:36:00.0000000;4;11;C;C3;NA;0;7,3;7,6;7,9;KLM Royal Dutch Airlines;0;110;65;32;72;52;Aerospatiale/Aerital;ATR 72;72;1996;Montego Bay;Jamaica
26426;2013-06-17;17;6;2013;11:51:00.0000000;11;2013-06-17;17;6;2013;11:48:00.0000000;11;3;A;A3;A3;0;5;8,5;4,3;Royal Jordanian Airlines;0;110;65;32;58;58;YAK;42;100;1984;Cancun;Mexico
26420;2013-06-17;17;6;2013;12:11:00.0000000;12;2013-06-17;17;6;2013;12:09:00.0000000;12;2;D;D1;NA;0;4,9;7,6;7,9;Singapore Airlines;0;110;65;32;84;168;Boeing;757-200P;200;1995;Thessaloniki;Greece
26422;2013-06-17;17;6;2013;13:21:00.0000000;13;2013-06-17;17;6;2013;13:21:00.0000000;13;0;C;C3;C3;0;6,2;7,3;8;El Al Israel Airlines;0;110;65;32;67;228;Airbus;A340-311;340;2001;Naples;Italy
26423;2013-06-17;17;6;2013;13:42:00.0000000;13;2013-06-17;17;6;2013;13:37:00.0000000;13;5;E;E5;NA;0;6,4;7,1;8,1;VARIG Brasilian Airlines;0;110;65;32;77;85;Boeing;737-600;110;2001;Bergen;Norway
26425;2013-06-17;17;6;2013;13:57:00.0000000;13;2013-06-17;17;6;2013;13:55:00.0000000;13;2;C;C3;NA;0;4;7,5;8,3;Portugália Airlines;0;110;65;32;72;97;Boeing;B717-200;135;2000;Helsinki;Finland
26427;2013-06-17;17;6;2013;17:34:00.0000000;17;2013-06-17;17;6;2013;17:25:00.0000000;17;9;C;C2;C3;0;7,4;6;7,8;El Al Israel Airlines;0;110;65;32;72;144;Boeing;757-200P;200;2000;Malaga;Spain
26428;2013-06-17;17;6;2013;20:39:00.0000000;20;2013-06-17;17;6;2013;20:36:00.0000000;20;3;E;E2;E2;0;5,3;8,2;8,5;Air Alps Aviation;0;110;65;32;50;160;Boeing;777-200;320;1997;San Francisco;USA
26429;2013-06-18;18;6;2013;00:26:00.0000000;0;2013-06-18;18;6;2013;00:11:00.0000000;0;15;E;E2;E2;0;7,1;7,6;7,8;Blue1;0;70;57;26;79;119;Mcdonnel;DOUGLAS MD-83;150;1990;Aruba;Aruba
26430;2013-06-18;18;6;2013;04:10:00.0000000;4;2013-06-18;18;6;2013;03:57:00.0000000;3;13;D;D4;D4;0;6,8;7,5;7,2;Delta Air Lines;0;70;57;26;75;150;Boeing;757-200P;200;2003;Tel Aviv Yafo;Israel
26431;2013-06-18;18;6;2013;06:37:00.0000000;6;2013-06-18;18;6;2013;06:30:00.0000000;6;7;C;C3;C3;0;6,5;7,6;9;Lufthansa;0;70;57;26;75;94;Airbus;A319-111;125;1998;Calvi;France
25818;2013-06-18;18;6;2013;09:24:00.0000000;9;2013-06-18;18;6;2013;09:20:00.0000000;9;4;E;E5;NA;0;5,7;7,4;8;VARIG Brasilian Airlines;0;70;57;26;81;58;Aerospatiale/Aerital;ATR 72;72;1992;St Maarten;Netherlands Antilles
26432;2013-06-18;18;6;2013;09:40:00.0000000;9;2013-06-18;18;6;2013;09:29:00.0000000;9;11;E;E2;NA;0;6,2;7,8;8,4;Air Malta;0;70;57;26;81;223;Airbus;A300B2;275;1972;Faro;Portugal
26433;2013-06-18;18;6;2013;10:50:00.0000000;10;2013-06-18;18;6;2013;10:50:00.0000000;10;0;D;D2;D2;0;4,8;8;7,9;Air France;0;70;57;26;93;288;Airbus;A340-211;310;2004;Washington;USA
26437;2013-06-18;18;6;2013;15:28:00.0000000;15;2013-06-18;18;6;2013;15:14:00.0000000;15;14;A;A4;A4;0;6,8;8,2;5,2;Inter Express Airlines;0;70;57;26;65;75;British Aerospace;146-200;115;1987;Montego Bay;Jamaica
26438;2013-06-18;18;6;2013;20:31:00.0000000;20;2013-06-18;18;6;2013;20:24:00.0000000;20;7;D;D1;D1;0;7,2;6,8;8,6;Arkia;0;70;57;26;64;128;Boeing;757-200P;200;1994;Athens;Greece
26440;2013-06-18;18;6;2013;21:47:00.0000000;21;2013-06-18;18;6;2013;21:45:00.0000000;21;2;A;A2;A2;0;7,3;7,4;4,9;Ethiopian Airlines;0;70;57;26;92;92;Tupolev;TU-134/134A/B;100;1983;Alicante;Spain
26439;2013-06-18;18;6;2013;22:21:00.0000000;22;2013-06-18;18;6;2013;22:21:00.0000000;22;0;E;E2;E2;0;4;7,6;7,9;Air Alps Aviation;0;70;57;26;89;285;Boeing;777-200;320;1997;Helsinki;Finland
26441;2013-06-19;19;6;2013;01:08:00.0000000;1;2013-06-19;19;6;2013;01:08:00.0000000;1;0;C;C4;C4;0;6,8;8,1;7,8;TAP Portugal;-1;130;40;28;97;83;Bombardier;CRJ900;86;2000;Nuremberg;Germany
26445;2013-06-19;19;6;2013;04:40:00.0000000;4;2013-06-19;19;6;2013;04:38:00.0000000;4;2;C;C4;C2;0;6,7;7;8,3;Holland Exel;-1;130;40;28;100;880;Airbus;A380;880;2005;Milan;Italy
26444;2013-06-19;19;6;2013;05:00:00.0000000;5;2013-06-19;19;6;2013;04:58:00.0000000;4;2;C;C2;C4;0;6,7;6,2;7,7;British Airways;-1;130;40;28;62;258;Boeing;747-400P;416;1993;Dublin;Ireland
26446;2013-06-19;19;6;2013;05:32:00.0000000;5;2013-06-19;19;6;2013;05:25:00.0000000;5;7;C;C4;C4;0;6,3;6,6;8,1;Air Transat;-1;130;40;28;92;253;Ilyushin;96-M;275;1994;Split;Croatia (Hrvatska)
26447;2013-06-19;19;6;2013;07:20:00.0000000;7;2013-06-19;19;6;2013;07:09:00.0000000;7;11;C;C2;E3;300;6,5;6,4;8,5;transavia.com;-1;130;40;28;100;240;Boeing;737-900;240;2005;Verona;Italy
26448;2013-06-19;19;6;2013;08:58:00.0000000;8;2013-06-19;19;6;2013;08:53:00.0000000;8;5;C;C2;C3;0;6;6,3;8,5;El Al Israel Airlines;-1;130;40;28;84;126;Boeing;737-300;150;1996;Split;Croatia (Hrvatska)
26449;2013-06-19;19;6;2013;11:12:00.0000000;11;2013-06-19;19;6;2013;10:58:00.0000000;10;14;D;D4;D4;0;5,5;7,8;9,1;Swiss International Air Lines;-1;130;40;28;80;32;Dash;8 DHC SERIES 100/200;40;1997;Brussels;Belgium
26452;2013-06-19;19;6;2013;12:06:00.0000000;12;2013-06-19;19;6;2013;12:06:00.0000000;12;0;C;C3;C3;0;5;7,7;8,1;TAP Portugal;-1;130;40;28;90;252;DC;10-10/10CF/15;280;1972;Newcastle;United Kingdom
26454;2013-06-19;19;6;2013;14:04:00.0000000;14;2013-06-19;19;6;2013;13:55:00.0000000;13;9;D;D1;NA;0;7;6,2;7,5;Singapore Airlines;-1;130;40;28;78;324;Boeing;747-400P;416;1990;Milan;Italy
26457;2013-06-19;19;6;2013;14:36:00.0000000;14;2013-06-19;19;6;2013;14:20:00.0000000;14;16;B;B3;B3;0;6,1;6,5;5,6;Air Berlin;-1;130;40;28;64;176;Airbus;A300-600P;275;2003;Kishinev;Moldova
26458;2013-06-19;19;6;2013;15:32:00.0000000;15;2013-06-19;19;6;2013;15:31:00.0000000;15;1;B;B3;B3;0;7,3;8,7;7;Atlasjet International Airways;-1;130;40;28;64;266;Boeing;747-400P;416;2005;New York;USA
26459;2013-06-19;19;6;2013;20:01:00.0000000;20;2013-06-19;19;6;2013;19:57:00.0000000;19;4;D;D4;NA;0;5,8;8,5;8;Singapore Airlines;-1;130;40;28;68;102;Airbus;A320-200;150;1999;Tokyo;Japan
26462;2013-06-19;19;6;2013;21:03:00.0000000;21;2013-06-19;19;6;2013;20:54:00.0000000;20;9;C;C1;C1;0;7,2;7;7,9;Lufthansa;-1;130;40;28;65;221;Airbus;A340-311;340;1994;Kerkyra;Greece
22895;2013-06-19;19;6;2013;21:26:00.0000000;21;2013-06-19;19;6;2013;21:15:00.0000000;21;11;C;C4;C4;0;5,4;7;8;United Airlines;-1;130;40;28;60;135;Boeing;747-400M;225;1995;Tokyo;Japan
26470;2013-06-20;20;6;2013;01:21:00.0000000;1;2013-06-20;20;6;2013;01:15:00.0000000;1;6;D;D4;D4;0;6,7;7,7;8,4;US Airways;24;100;7;30;80;120;Boeing;737-300;150;1987;Liverpool;United Kingdom
26472;2013-06-20;20;6;2013;04:24:00.0000000;4;2013-06-20;20;6;2013;04:11:00.0000000;4;13;D;D1;D1;0;5,5;7,6;6,3;Iberia;24;100;7;30;71;142;Boeing;757-200P;200;1992;Edmonton;Canada
26474;2013-06-20;20;6;2013;06:28:00.0000000;6;2013-06-20;20;6;2013;06:27:00.0000000;6;1;E;E2;E2;0;7,9;7,5;7,5;USA Airforce#1 Airways;24;100;7;30;49;22;Dash;7 DHC;45;1978;Cape Town;South Africa
26476;2013-06-20;20;6;2013;09:00:00.0000000;9;2013-06-20;20;6;2013;08:58:00.0000000;8;2;D;D2;NA;0;7,1;7,5;8;Iberia;24;100;7;30;73;304;Boeing;747-400P;416;2003;Taipei;Taiwan
26477;2013-06-20;20;6;2013;09:45:00.0000000;9;2013-06-20;20;6;2013;09:43:00.0000000;9;2;D;D2;D2;0;4,5;7,4;7,6;Eritrean Airlines;24;100;7;30;51;92;Tupolev;TU-154/154A/B/B2/C/M;180;1975;Larnaca;Cyprus
26478;2013-06-20;20;6;2013;10:56:00.0000000;10;2013-06-20;20;6;2013;10:53:00.0000000;10;3;B;B4;B4;0;4,6;6,5;7,1;CSA Czech Airlines;24;100;7;30;82;90;Boeing;737-600;110;2004;Milan;Italy
26479;2013-06-20;20;6;2013;13:28:00.0000000;13;2013-06-20;20;6;2013;13:24:00.0000000;13;4;E;E3;E3;0;6,3;6,3;7,8;Lithuanian Airlines;24;100;7;30;68;187;Airbus;A300B4/C4;275;1974;Cork;Ireland
26480;2013-06-20;20;6;2013;13:47:00.0000000;13;2013-06-20;20;6;2013;13:40:00.0000000;13;7;C;C5;NA;0;6,6;7,6;8,1;KLM Royal Dutch Airlines;24;100;7;30;45;68;Mcdonnel;DOUGLAS MD-83;150;1985;Mikonos;Greece
26485;2013-06-20;20;6;2013;15:17:00.0000000;15;2013-06-20;20;6;2013;15:15:00.0000000;15;2;B;B3;B3;0;6,9;7,5;6,7;Air Berlin;24;100;7;30;60;63;Airbus;A318;105;2005;Marseille;France
26486;2013-06-20;20;6;2013;17:28:00.0000000;17;2013-06-20;20;6;2013;17:16:00.0000000;17;12;E;E4;E4;0;5;7,5;8,2;Malaysia Airlines;24;100;7;30;100;250;Ilyushin;IL-86;250;1983;Edmonton;Canada
26487;2013-06-20;20;6;2013;20:29:00.0000000;20;2013-06-20;20;6;2013;20:25:00.0000000;20;4;C;C2;NA;0;6,1;7,7;7,5;El Al Israel Airlines;24;100;7;30;17;26;Airbus;A320-200;150;1998;Heraklion;Greece
26489;2013-06-20;20;6;2013;22:51:00.0000000;22;2013-06-20;20;6;2013;22:36:00.0000000;22;15;D;D2;D2;0;5,4;7,7;8,2;Swiss International Air Lines;24;100;7;30;53;133;Ilyushin;IL-86;250;1990;Asmara;Eritrea
26463;2013-06-20;20;6;2013;22:53:00.0000000;22;2013-06-19;19;6;2013;22:34:00.0000000;22;1459;E;E4;NA;0;6;6,3;7,4;Delta Air Lines;-1;130;40;28;73;146;Boeing;757-200P;200;1995;Yerevan;Armenia
26467;2013-06-20;20;6;2013;23:32:00.0000000;23;2013-06-19;19;6;2013;23:23:00.0000000;23;1449;A;A3;NA;0;6,5;8,6;5,2;Air Memphis;-1;130;40;28;67;80;Boeing;757-200M;120;2000;Bangkok;Thailand
26468;2013-06-21;21;6;2013;00:26:00.0000000;0;2013-06-18;18;6;2013;23:57:00.0000000;23;2909;C;C2;NA;0;4,6;6,3;7,7;Cyprus Airways;0;70;57;26;45;126;DC;10-10/10CF/15;280;1973;Nairobi;Kenya
26491;2013-06-21;21;6;2013;02:12:00.0000000;2;2013-06-21;21;6;2013;01:43:00.0000000;1;29;B;B1;B1;0;6,2;7,1;6,7;SAS Scandinavian Airlines;104;150;3;33;100;150;Airbus;A320-200;150;2004;Sydney;Australia
26494;2013-06-21;21;6;2013;02:38:00.0000000;2;2013-06-21;21;6;2013;02:06:00.0000000;2;32;D;D2;D2;0;5,9;5,9;7,6;Spanair;104;150;3;33;100;72;Aerospatiale/Aerital;ATR 72;72;1995;Quito;Ecuador
26492;2013-06-21;21;6;2013;02:45:00.0000000;2;2013-06-21;21;6;2013;02:10:00.0000000;2;35;E;E4;NA;0;6,3;6,4;7,9;VARIG Brasilian Airlines;104;150;3;33;55;23;Aerospatiale/Aerital;ATR 42;42;1987;Split;Croatia (Hrvatska)
26495;2013-06-21;21;6;2013;04:29:00.0000000;4;2013-06-21;21;6;2013;04:01:00.0000000;4;28;D;D3;D3;0;5,1;6,6;8,3;Singapore Airlines;104;150;3;33;100;110;Boeing;737-500;110;1992;Washington;USA
26497;2013-06-21;21;6;2013;06:46:00.0000000;6;2013-06-21;21;6;2013;06:04:00.0000000;6;42;C;C3;C3;0;5,7;6;7,8;Aer Lingus;104;150;3;33;67;47;Fokker;70;70;1997;Dusseldorf;Germany
26498;2013-06-21;21;6;2013;07:04:00.0000000;7;2013-06-21;21;6;2013;06:22:00.0000000;6;42;D;D4;D4;0;7,3;6,2;7,7;Arkia;104;150;3;33;84;252;Boeing;747SP;300;1985;Zagreb;Croatia (Hrvatska)
26499;2013-06-21;21;6;2013;07:18:00.0000000;7;2013-06-21;21;6;2013;06:40:00.0000000;6;38;D;D2;NA;0;5,5;7,3;8;Singapore Airlines;104;150;3;33;83;166;Boeing;757-200P;200;1995;Amsterdam;Netherlands
26502;2013-06-21;21;6;2013;07:24:00.0000000;7;2013-06-21;21;6;2013;06:56:00.0000000;6;28;D;D2;D2;0;4,8;5,9;8,3;Continental Airlines;104;150;3;33;65;98;Mcdonnel;DOUGLAS MD-82;150;1993;Doha;Qatar
26503;2013-06-21;21;6;2013;09:12:00.0000000;9;2013-06-21;21;6;2013;08:40:00.0000000;8;32;C;C4;C4;0;6,6;7,3;8,9;El Al Israel Airlines;104;150;3;33;62;140;Boeing;747-400M;225;2002;Tangier;Morocco
26504;2013-06-21;21;6;2013;12:09:00.0000000;12;2013-06-21;21;6;2013;11:36:00.0000000;11;33;C;C2;C4;0;7,2;4,8;7,9;Air Canada;104;150;3;33;88;158;Boeing;737-800;180;1998;Rome;Italy
26505;2013-06-21;21;6;2013;12:26:00.0000000;12;2013-06-21;21;6;2013;12:00:00.0000000;12;26;E;E3;E3;0;6,5;6,9;7,7;Fly Air;104;150;3;33;66;198;Boeing;747SP;300;1979;Krakow;Poland
26506;2013-06-21;21;6;2013;18:04:00.0000000;18;2013-06-21;21;6;2013;17:38:00.0000000;17;26;D;D3;NA;0;5,4;7,6;8,3;Bulgaria Air;104;150;3;33;34;119;Boeing;777-300;350;2004;Rome;Italy
26507;2013-06-21;21;6;2013;20:47:00.0000000;20;2013-06-21;21;6;2013;20:05:00.0000000;20;42;A;A2;A2;0;6,3;6,8;4,9;Croatia Airlines;104;150;3;33;54;130;Boeing;737-900;240;2003;San Francisco;USA
26490;2013-06-21;21;6;2013;23:59:00.0000000;23;2013-06-21;21;6;2013;23:09:00.0000000;23;50;B;B2;C4;100;7,5;5,2;6,9;El Al Israel Airlines;104;150;3;33;92;66;Aerospatiale/Aerital;ATR 72;72;1988;Kuwait;Kuwait
26510;2013-06-22;22;6;2013;04:30:00.0000000;4;2013-06-22;22;6;2013;02:15:00.0000000;2;135;E;E4;E4;0;5,6;4;8;easyJet;29;190;49;27;77;116;Boeing;737-300;150;1991;Porto Alegre;Brazil
26512;2013-06-22;22;6;2013;05:33:00.0000000;5;2013-06-22;22;6;2013;03:25:00.0000000;3;128;E;E5;B2;400;6,9;2,9;8,9;CSA Czech Airlines;29;190;49;27;70;140;Boeing;767-200/200ER;200;1987;Tenerife;Spain
26514;2013-06-22;22;6;2013;14:13:00.0000000;14;2013-06-22;22;6;2013;12:09:00.0000000;12;124;E;E3;E3;0;5,4;3,6;7,7;Pegasus Airlines;29;190;49;27;72;245;Airbus;A340-642;340;2002;Alicante;Spain
26515;2013-06-22;22;6;2013;15:27:00.0000000;15;2013-06-22;22;6;2013;13:15:00.0000000;13;132;C;C2;C3;0;5,9;2,9;7,9;Lufthansa;29;190;49;27;58;174;Airbus;A330-200;300;2000;Glasgow;United Kingdom
